,rent,endereco,rooms,bathroom,parking,area
1403,2200,                Rua Paraíba ,3,2,3,108
1404,3200,                Boqueirão Santos ,3,3,3,93
1405,2000,                Embaré Santos ,2,1,2,71
1406,2300,                Embaré Santos ,2,2,2,80
1407,1550,                Rua Ministro Xavier de Toledo  ,2,1,2,80
1408,1300,                Avenida Presidente Wilson ,1,1,1,39
1409,2300,                Rua Liberdade ,3,2,3,91
1410,3000,                Gonzaga Santos ,2,2,2,120
1411,1200,                Vila Mathias Santos ,2,1,2,60
1412,2500,                Boqueirão Santos ,3,2,3,129
1413,2600,                Gonzaga Santos ,3,2,3,109
1414,3500,                Gonzaga Santos ,3,3,3,152
1415,4500,                Rua Tocantins  ,2,2,2,162
1416,2200,                Avenida Doutor Epitácio Pessoa xx ,1,1,1,50
1417,1250,                Rua Emílio Ribas ,1,1,1,50
1418,1400,                Encruzilhada Santos ,2,2,2,61
1419,1900,                Rua Coronel Pedro Arbues ,2,1,2,80
1420,2891,                Pompéia Santos ,2,4,2,94
1421,2300,                Encruzilhada Santos ,2,1,2,70
1422,1700,                Avenida Prefeito Doutor Antônio Manoel de Carvalho ,2,1,2,55
1423,5500,                Rua Waldomiro Silveira  ,4,2,4,160
1424,3500,                Campo Grande Santos ,3,3,3,120
1425,1300,                Rua Bolívia  ,3,1,3,103
1426,1800,                Rua Doutor Artur Porchat de Assis ,1,1,1,60
1427,1600,                Rua Alexandre Herculano  ,2,2,2,70
1428,4000,                Avenida Bernardino de Campos ,3,3,3,104
1429,3000,                Avenida Presidente Wilson ,2,2,2,77
1430,2800,                José Menino Santos ,2,2,2,155
1431,3300,                Ponta da Praia Santos ,3,3,3,174
1432,2800,                Marapé Santos ,3,2,3,83
1433,3500,                Rua da Paz ,1,1,1,46
1434,2500,                Avenida Ana Costa ,2,2,2,120
1435,4700,                Boqueirão Santos ,3,3,3,130
1436,3900,                Macuco Santos ,2,2,2,91
1437,2500,                Avenida Marechal Floriano Peixoto ,2,3,2,90
1438,10500,                Avenida Washington Luiz ,4,1,4,220
1439,3600,                Rua Doutor Egydio Martins ,3,3,3,150
1440,4000,                Rua Oswaldo Cruz ,4,1,4,198
1441,2300,                Marapé Santos ,2,2,2,98
1442,2300,                Avenida Presidente Wilson ,2,1,2,50
1443,1135,                Boqueirão Santos ,3,2,3,129
1444,1900,                Gonzaga Santos ,2,1,2,70
1445,2800,                Rua Doutor Artur Porchat de Assis ,1,1,1,45
1446,1690,                Rua Doutor Carvalho de Mendonça  ,2,2,2,84
1447,2010,                Embaré Santos ,2,3,2,75
1448,1600,                Rua Alexandre Martins ,1,1,1,55
1449,1380,                Vila Mathias Santos ,1,1,1,49
1450,2500,                Avenida dos Bancários ,3,3,3,168
1451,950,                Rua Lucas Fortunato ,1,1,1,45
1452,3600,                Avenida Washington Luís  ,2,1,2,70
1453,2790,                Rua Mário Carpenter ,3,2,3,110
1454,1600,                Avenida Senador Pinheiro Machado  ,2,2,2,70
1455,5000,                Rua Jorge Tibiriçá  ,3,3,3,130
1456,3200,                Ponta da Praia Santos ,3,3,3,92
1457,2800,                Rua São José  ,1,1,1,50
1458,1900,                Rua Adolfo Lutz ,2,2,2,96
1459,2800,                Rua Godofredo Fraga ,2,2,2,62
1460,7500,                Ponta da Praia Santos ,3,5,3,190
1461,2500,                Boqueirão Santos ,1,1,1,62
1462,3500,                Avenida Senador Pinheiro Machado ,3,3,3,130
1463,3720,                Boqueirão Santos ,3,4,3,142
1464,3500,                Rua Galeão Carvalhal ,3,3,3,150
1465,1200,                Rua Coronel Proost de Sousa ,1,1,1,36
1466,2800,                Marapé Santos ,3,2,3,83
1467,8000,                Avenida Presidente Wilson ,4,4,4,300
1468,1650,                Avenida Presidente Wilson ,2,2,2,60
1469,2700,                Rua Godofredo Fraga ,1,1,1,60
1470,2300,                Aparecida Santos ,2,2,2,104
1471,4500,                Rua Tocantins  ,2,2,2,86
1472,5500,                Avenida Bartolomeu de Gusmão  ,3,4,3,265
1473,2500,                Aparecida Santos ,2,2,2,90
1474,2700,                Rua Oswaldo Cruz ,3,2,3,200
1475,2750,                Embaré Santos ,3,2,3,144
1476,1800,                Pompéia Santos ,3,3,3,144
1477,2500,                Rua Oswaldo Cruz ,1,2,1,45
1478,4800,                Pompéia Santos ,3,4,3,100
1479,3500,                José Menino Santos ,3,3,3,117
1480,2200,                Rua Luís de Camões ,1,1,1,54
1481,1600,                Gonzaga Santos ,1,1,1,60
1482,2500,                Gonzaga Santos ,2,2,2,88
1483,1400,                Avenida Presidente Wilson ,1,1,1,37
1484,3500,                Boqueirão Santos ,3,3,3,130
1485,3300,                Praça João Barbalho ,3,1,3,163
1486,4500,                Aparecida Santos ,3,3,3,102
1487,1380,                Boqueirão Santos ,1,1,1,35
1488,2500,                Rua Barão de Paranapiacaba ,1,2,1,89
1489,4000,                Rua º de Maio  ,2,2,2,134
1490,2900,                Gonzaga Santos ,2,3,2,125
1491,9000,                Embaré Santos ,3,5,3,172
1492,1300,                Embaré Santos ,1,1,1,40
1493,3000,                Boqueirão Santos ,2,2,2,90
1494,4100,                Rua Euclides da Cunha ,3,2,3,88
1495,1780,                Avenida General Francisco Glicério ,1,2,1,60
1496,4000,                Rua Galeão Carvalhal ,3,4,3,184
1497,3000,                Rua Dona Amélia Leuchtenberg  ,2,1,2,78
1498,3500,                Rua Tolentino Filgueiras ,1,1,1,52
1499,1500,                Rua Bassim Nagib Trabulsi  ,1,1,1,46
1500,2000,                Ponta da Praia Santos ,1,1,1,55
1501,2800,                Rua Governador Pedro de Toledo ,2,2,2,78
1502,2100,                Boqueirão Santos ,3,2,3,84
1503,3000,                Pompéia Santos ,3,3,3,163
1504,2500,                Avenida Conselheiro Nébias ,1,1,1,47
1505,3700,                Rua da Paz  ,1,1,1,45
1506,2300,                Rua Maestro Heitor Vila Lobos ,2,2,2,60
1507,1400,                Rua Doutor José Dias de Moraes  ,2,1,2,20
1508,2500,                Rua Marcelo Ribeiro de Mendonça ,2,2,2,70
1509,1500,                Gonzaga Santos ,1,1,1,59
1510,3900,                Rua Oswaldo Cruz ,2,3,2,81
1511,4000,                Rua Clóvis Beviláqua ,4,5,4,150
1512,2800,                José Menino Santos ,3,3,3,115
1513,1730,                Vila Mathias Santos ,1,2,1,65
1514,2500,                Rua Tolentino Filgueiras ,1,1,1,49
1515,3200,                Avenida Washington Luiz ,3,3,3,130
1516,4000,                Gonzaga Santos ,3,2,3,185
1517,1500,                Boqueirão Santos ,1,1,1,70
1518,1700,                Embaré Santos ,2,2,2,72
1519,1950,                José Menino Santos ,2,1,2,55
1520,2200,                Rua Imperatriz Leopoldina ,2,2,2,80
1521,1750,                Rua Oswaldo Cruz ,2,1,2,60
1522,4500,                Rua Doutor Artur Porchat de Assis ,3,4,3,322
1523,1700,                Rua Comendador Alfaia Rodrigues ,2,1,2,70
1524,2300,                Avenida Doutor Epitácio Pessoa ,2,3,2,100
1525,2600,                Rua Doutor Artur Porchat de Assis ,2,2,2,80
1526,1750,                Boqueirão Santos ,1,1,1,60
1527,6000,                Rua Pernambuco  ,3,4,3,130
1528,3000,                Avenida Marechal Floriano Peixoto ,1,1,1,45
1529,2500,                Aparecida Santos ,1,1,1,60
1530,6000,                Aparecida Santos ,3,4,3,99
1531,1600,                Morro Nova Cintra Santos ,2,1,2,55
1532,2700,                Avenida Presidente Wilson  ,3,2,3,130
1533,3900,                Pompéia Santos ,2,3,2,107
1534,2000,                Embaré Santos ,2,2,2,97
1535,2100,                Avenida Senador Pinheiro Machado  ,2,2,2,80
1536,3900,                Boqueirão Santos ,2,2,2,81
1537,2200,                Avenida Rei Alberto I  ,2,3,2,96
1538,2900,                Rua Primeiro de Maio  ,2,1,2,134
1539,1800,                Marapé Santos ,2,2,2,70
1540,5500,                Rua República do Equador ,3,3,3,111
1541,13000,                Boqueirão Santos ,4,4,4,204
1542,2600,                Boqueirão Santos ,3,1,3,110
1543,2300,                Encruzilhada Santos ,2,2,2,79
1544,4000,                Rua Governador Pedro de Toledo ,3,3,3,185
1545,1900,                Boqueirão Santos ,1,1,1,40
1546,2800,                Avenida Doutor Moura Ribeiro ,2,2,2,63
1547,1600,                Rua Doutor Artur Porchat de Assis ,1,1,1,64
1548,4900,                Avenida Siqueira Campos ,4,3,4,160
1549,1350,                Avenida Marechal Floriano Peixoto  ,1,1,1,45
1550,1900,                Rua Nabuco de Araújo  ,2,1,2,68
1551,1400,                Pompéia Santos ,1,1,1,50
1552,3900,                Rua Ceará ,2,2,2,87
1553,1600,                Rua Emílio Ribas ,2,2,2,82
1554,4500,                Rua Doutor Alfredo Porchat ,3,3,3,180
1555,3500,                Avenida Presidente Wilson ,1,1,1,54
1556,1500,                Rua Alfredo Albertini ,2,1,2,67
1557,3500,                Gonzaga Santos ,2,2,2,134
1558,2600,                Gonzaga Santos ,1,1,1,51
1559,1400,                Campo Grande Santos ,2,2,2,70
1560,2000,                Marapé Santos ,2,2,2,85
1561,2200,                Rua Doutor Lobo Viana ,2,2,2,95
1562,1000,                Avenida Rangel Pestana ,2,1,2,90
1563,2200,                Rua Amaral Gurgel ,1,1,1,60
1564,2700,                Rua Carlos Gomes  ,2,1,2,80
1565,4500,                Rua Tolentino Filgueiras  ,2,1,2,72
1566,4500,                Gonzaga Santos ,3,3,3,130
1567,8000,                Avenida Doutor Epitácio Pessoa  ,4,5,4,234
1568,3200,                Aparecida Santos ,3,3,3,98
1569,2300,                Ponta da Praia Santos ,3,2,3,129
1570,2700,                Rua Guaicurus  ,2,1,2,89
1571,2400,                Embaré Santos ,2,2,2,94
1572,1100,                Aparecida Santos ,1,1,1,60
1573,3400,                Embaré Santos ,2,3,2,110
1574,2950,                Marapé Santos ,3,2,3,84
1575,5000,                Rua Doutor Isidoro José Ribeiro Campos ,3,3,3,148
1576,1900,                Avenida Bernardino de Campos ,1,2,1,55
1577,3000,                Rua Professor Carlos Escobar ,2,2,2,81
1578,2800,                Avenida Bernardino de Campos ,2,2,2,71
1579,1300,                Avenida Senador Pinheiro Machado ,1,1,1,66
1580,2100,                Ponta da Praia Santos ,2,2,2,67
1581,1300,                Avenida Presidente Wilson ,1,1,1,50
1582,4500,                Gonzaga Santos ,3,2,3,100
1583,3500,                Gonzaga Santos ,2,2,2,114
1584,1700,                Avenida Bartolomeu de Gusmão ,2,1,2,52
1585,10000,                Avenida Doutor Epitácio Pessoa  ,4,5,4,189
1586,2300,                Rua Maestro Heitor Vila Lobos ,2,2,2,82
1587,4100,                Ponta da Praia Santos ,2,4,2,111
1588,2800,                Marapé Santos ,3,2,3,83
1589,4200,                José Menino Santos ,3,3,3,140
1590,2300,                Rua Doutor Artur Porchat de Assis  ,1,1,1,60
1591,1400,                Ponta da Praia Santos ,1,1,1,55
1592,1900,                Rua Emílio Ribas ,1,1,1,50
1593,4500,                Gonzaga Santos ,3,4,3,110
1594,2500,                Rua Cidade de Santos ,2,1,2,62
1595,3600,                Avenida Barão de Penedo ,2,2,2,75
1596,1650,                Ponta da Praia Santos ,1,1,1,45
1597,2800,                Gonzaga Santos ,2,1,2,93
1598,3800,                Rua República do Equador ,3,4,3,111
1599,1700,                Aparecida Santos ,2,1,2,60
1600,3500,                Boqueirão Santos ,1,1,1,45
1601,3450,                Avenida Washington Luís  ,2,2,2,74
1602,10000,                Avenida Doutor Epitácio Pessoa ,4,4,4,204
1603,4000,                Gonzaga Santos ,2,2,2,84
1604,4900,                Rua Doutor Isidoro José Ribeiro Campos ,4,3,4,130
1605,1950,                Rua Tupys  ,2,2,2,60
1606,3000,                Avenida Ana Costa ,2,3,2,120
1607,3000,                Boqueirão Santos ,1,2,1,49
1608,2275,                Praça Nossa Senhora do Carmo ,2,3,2,115
1609,1500,                Ponta da Praia Santos ,1,1,1,57
1610,2300,                Avenida Presidente Wilson ,2,1,2,69
1611,3000,                Boqueirão Santos ,1,1,1,50
1612,1850,                Rua Emílio Ribas ,1,1,1,50
1613,7460,                Rua Machado de Assis ,3,5,3,204
1614,2800,                Rua Doutor Egydio Martins  ,1,1,1,49
1615,5500,                Avenida Washington Luiz  ,3,2,3,270
1616,1600,                Pompéia Santos ,1,1,1,68
1617,4200,                Avenida Bernardino de Campos ,2,3,2,92
1618,4200,                Gonzaga Santos ,3,4,3,200
1619,1600,                Rua Comendador Alfaia Rodrigues  ,2,1,2,70
1620,3000,                Gonzaga Santos ,2,2,2,58
1621,7500,                Rua Bahia ,3,2,3,109
1622,2600,                Marapé Santos ,2,2,2,64
1623,8000,                Avenida Almirante Saldanha da Gama ,3,5,3,199
1624,2200,                Rua Paraíba ,3,2,3,125
1625,1438,                Boqueirão Santos ,2,1,2,70
1626,3800,                Boqueirão Santos ,3,3,3,90
1627,1400,                Rua Sampaio Moreira ,1,1,1,40
1628,3000,                Rua Oswaldo Cochrane ,2,4,2,137
1629,4300,                Gonzaga Santos ,2,2,2,60
1630,1400,                José Menino Santos ,1,2,1,54
1631,3850,                Rua Euclides da Cunha ,3,3,3,88
1632,2800,                Aparecida Santos ,1,1,1,51
1633,3700,                Rua República do Equador ,2,4,2,111
1634,2600,                Avenida General Francisco Glicério ,1,2,1,75
1635,3000,                Avenida Marechal Floriano Peixoto ,1,1,1,52
1636,3300,                Rua Robert Sandall ,3,4,3,125
1637,2000,                Avenida Coronel Joaquim Montenegro ,3,5,3,231
1638,2000,                Rua Paraná ,2,1,2,115
1639,2400,                Vila Mathias Santos ,1,1,1,56
1640,1400,                Vila Mathias Santos ,2,1,2,68
1641,3000,                Rua º de Maio  ,1,1,1,65
1642,1700,                Aparecida Santos ,2,1,2,80
1643,4700,                Boqueirão Santos ,2,4,2,110
1644,1250,                Vila Belmiro Santos ,2,1,2,70
1645,3500,                Rua Pasteur  ,2,2,2,85
1646,1400,                Boqueirão Santos ,1,1,1,40
1647,1900,                Avenida Bernardino de Campos ,1,2,1,60
1648,1800,                Boqueirão Santos ,2,1,2,72
1649,7500,                Rua Álvaro Alvim ,3,5,3,150
1650,3200,                Rua Santa Catarina ,3,2,3,87
1651,2500,                Rua Dom Lara ,3,2,3,93
1652,1700,                Gonzaga Santos ,1,1,1,55
1653,4470,                Gonzaga Santos ,2,2,2,98
1654,2300,                Pompéia Santos ,1,2,1,52
1655,3499,                Rua da Paz ,1,1,1,46
1656,2600,                Rua Liberdade ,2,3,2,85
1657,7200,                Rua Vahia de Abreu ,3,5,3,160
1658,1000,                Rua Alan Ciber Pinto  ,2,1,2,50
1659,3150,                Avenida General Francisco Glicério  ,3,2,3,180
1660,2500,                Pompéia Santos ,3,1,3,96
1661,2500,                Boqueirão Santos ,3,3,3,207
1662,2000,                Gonzaga Santos ,2,1,2,72
1663,3950,                Avenida Presidente Wilson ,4,1,4,135
1664,1900,                Rua Emílio Ribas ,1,1,1,50
1665,7500,                Rua Bahia ,3,3,3,110
1666,1800,                Embaré Santos ,2,1,2,82
1667,4500,                Rua Doutor Samuel Baccarat ,2,2,2,85
1668,4000,                Avenida Presidente Wilson ,3,1,3,124
1669,4000,                Boqueirão Santos ,4,4,4,124
1670,2100,                Rua Ricardo Pinto ,2,1,2,112
1671,3800,                Rua Primeiro de Maio ,2,4,2,100
